web-scraper-order,web-scraper-start-url,product_link,product_link-href,name,price,description,brand,image_url-src
"1769346894-17","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=37","Pc Portable Gamer Gigabyte Aero X16 1WH Ryzen AI 7 32Go 1To SSD Windows 11","https://spacenet.tn/pc-portable-gamer-tunisie/92293-pc-portable-gamer-gigabyte-aero-x16-1wh-ryzen-ai-7-16go-1to-ssd-windows-11.html","Pc Portable Gamer Gigabyte Aero X16 1WH Ryzen AI 7 32Go 1To SSD Windows 11","5 999,000 DT","Pc Portable Gamer Gigabyte Aero X16 1WH - Écran : 16"" QHD WQXGA (2560 × 1600), IPS, 165Hz - Processeur : AMD Ryzen Al 7 350 (up to 5,00 GHz Turbo max, 16 Mo de mémoire cache, 8-Cores) - Système d'exploitation : Windows 11 - Mémoire RAM : 32 Go DDR5 - Disque Dur : 1 To SSD - Carte Graphique : NVIDIA GeForce RTX 5070 (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E, Bluetooth 5.2, 2x USB 3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x USB4 Type-C, 1x HDMI 2.1, 1x RJ45, 1x entrée CC, 1x prise audio 3,5 mm - Clavier rétroéclairé RVB 1 zone, course des touches jusqu'à 1,7 mm (prise en charge N-Key) - Couleur : Blanc - Garantie : 2 ans","Les autres produits : GIGABYTE","https://spacenet.tn/307117-large_default/pc-portable-gamer-gigabyte-aero-x16-1wh-ryzen-ai-7-16go-1to-ssd-windows-11.jpg"
"1769346898-18","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=37","Pc Portable HP OmniBook Ultra Flip AI 14-fh0005nk Ultra 7 16Go 1To SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/95974-pc-portable-hp-omnibook-ultra-flip-ai-14-fh0005nk-ultra-7-16go-1to-ssd-windows-11-pro.html","Pc Portable HP OmniBook Ultra Flip AI 14-fh0005nk Ultra 7 16Go 1To SSD Windows 11 Pro","5 859,000 DT","Pc Portable HP OmniBook Ultra Flip AI 14-fh0005nk - Écran : Tactile 14"" 3K OLED (2880x1800), 48-120 Hz, angle de vue ultra-large, verre bord à bord, micro-bords, verre Corning® Gorilla® 5, 400 nits - Processeur : Intel® Core™ Ultra 7 256V AI (Up to 4.8 GHz Turbo Boost, 12 Mo de mémoire cache, 8 Cœurs, 8 threads) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16 Go DDR5 - Disque Dur : 1 To SSD - Carte Graphique : Intel® Arc™ avec WiFi 7, Bluetooth 5.4, 2x ports Thunderbolt™ 4 avec USB Type-C DisplayPort™ 2.1, 1x prise combinée casque/microphone, 1x port USB Type-C - Caméra IR 9 Mpx - 2 microphones - 2 haut-parleurs stéréo - Clavier rétroéclairé Français AZERTY grande taille - Couleur : Gris éclipse - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/334716-large_default/pc-portable-hp-omnibook-ultra-flip-ai-14-fh0005nk-ultra-7-16go-1to-ssd-windows-11-pro.jpg"
"1769346901-19","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=37","Pc Portable HP OmniBook Ultra Flip AI 14-fh0005nk Ultra 7 16Go 1To SSD Windows 11","https://spacenet.tn/pc-portables-pro-tunisie/94847-pc-portable-hp-omnibook-ultra-flip-ai-14-fh0005nk-ultra-7-16go-1to-ssd-windows-11.html","Pc Portable HP OmniBook Ultra Flip AI 14-fh0005nk Ultra 7 16Go 1To SSD Windows 11","5 799,000 DT","Pc Portable HP OmniBook Ultra Flip AI 14-fh0005nk - Écran : Tactile 14"" 3K OLED (2880x1800), 48-120 Hz, angle de vue ultra-large, verre bord à bord, micro-bords, verre Corning® Gorilla® 5, 400 nits - Processeur : Intel® Core™ Ultra 7 256V AI (Up to 4.8 GHz Turbo Boost, 12 Mo de mémoire cache, 8 Cœurs, 8 threads) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16 Go DDR5 - Disque Dur : 1 To SSD - Carte Graphique : Intel® Arc™ avec WiFi 7, Bluetooth 5.4, 2x ports Thunderbolt™ 4 avec USB Type-C DisplayPort™ 2.1, 1x prise combinée casque/microphone, 1x port USB Type-C - Caméra IR 9 Mpx - 2 microphones - 2 haut-parleurs stéréo - Clavier rétroéclairé Français AZERTY grande taille - Couleur : Gris éclipse - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/325755-large_default/pc-portable-hp-omnibook-ultra-flip-ai-14-fh0005nk-ultra-7-16go-1to-ssd-windows-11.jpg"
"1769346903-20","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=37","Pc Portable Asus Tuf Gaming F16 TUF608JPR I7 14Gén 16Go 1To SSD  Windows 11 RTX 5070","https://spacenet.tn/asus-gaming/92581-pc-portable-asus-tuf-gaming-f16-tuf608jpr-i7-14gen-16go-1to-ssd-windows-11-rtx-5070.html","Pc Portable Asus Tuf Gaming F16 TUF608JPR I7 14Gén 16Go 1To SSD  Windows 11 RTX 5070","5 699,000 DT","Pc Portable Asus Tuf Gaming F16 TUF608JPR - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel Core i7-14650HX  (2.2GHz up to 5.2GHz, 30Mo Smart cache, 16 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : NVIDIA GeForce RTX 5070 GN22-X6, (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E - Bluetooth 5.3 - 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4 , 1x HDMI 2.1 FRL, 1x RJ45, 1x prise audio combinée 3,5 mm - Caméra 1080 FHD - 2x haut-parleurs 2 W - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/309577-large_default/pc-portable-asus-tuf-gaming-f16-tuf608jpr-i7-14gen-16go-1to-ssd-windows-11-rtx-5070.jpg"
"1769346912-21","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Gamer Asus Tuf Gaming A14 FA401WV Ryzen AI 9 HX 370 16Go 1To SSD Windows 11","https://spacenet.tn/tuf-gaming/87734-pc-portable-gamer-asus-tuf-gaming-a14-fa401wv-ryzen-ai-9-hx-370-16go-1to-ssd-windows-11.html","Pc Portable Gamer Asus Tuf Gaming A14 FA401WV Ryzen AI 9 HX 370 16Go 1To SSD Windows 11","5 599,000 DT","Pc Portable Gamer Asus Tuf Gaming A14 FA401WV  - Ecran :14"" 2.5K WQXGA (2560 x 1600), IPS, antireflets, 165 Hz, G-Sync - Processeur : AMD Ryzen AI 9 HX 370, (jusqu'à 5.1 GHz, 36 Mo de mémoire cache) - Système d'exploitation : Windows 11 - Mémoire RAM : 16Go LPDDR5X 7500 - Disque Dur :  1 To SSD NVMe M.2 - Carte Graphique : NVIDIA GeForce RTX 4060 (8 Go de mémoire dédiée GDDR6) avec WiFi 6E - Bluetooth 5.3 - 1x jack audio 3.5 mm - 1x HDMI 2.1 FRL - 2x USB 3.2 - 1x USB 3.2 Type-C - 1x USB 4 Type-C - 1x lecteur de carte (microSD) (UHS-II) -  Clavier chiclet rétroéclairé Touchpad avec touche Copilot - Caméra IR 1080P FHD - Audio par Dolby Atmos Micro AI antibruit - Microphone omnidirectionnel intégré - 2x haut-parleurs 2 W - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/270912-large_default/pc-portable-gamer-asus-tuf-gaming-a14-fa401wv-ryzen-ai-9-hx-370-16go-1to-ssd-windows-11.jpg"
"1769346916-22","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable HP EliteBook 860 G11 Ultra 5 32Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/95564-pc-portable-hp-elitebook-860-g11-ultra-5-32go-512go-ssd-windows-11-pro.html","Pc Portable HP EliteBook 860 G11 Ultra 5 32Go 512Go SSD Windows 11 Pro","5 529,000 DT","Pc Portable HP EliteBook 860 G11 - Écran : 16"" FHD (1920 x 1200) IPS, antireflet, 300 nits, 45 % NTSC - Processeur : Intel® Core Ultra 5 135U (Up to 4.4 GHz avec la technologie Intel Turbo Boost, 12 Mo de mémoire cache L3, 10-Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 32Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics integrée avec Wi-Fi 6E, Bluetooth 5.3, 2x ports Thunderbolt™ 4 avec USB Type-C, 2x ports USB Type-A 5 Gbit/s, 1x port HDMI 2.1 ; 1x prise combo casque/microphone stéréo ; 1x port RJ-45 - Webcam 5 MP - 2x Haut-parleurs , 2x Microphones - Lecteur d’empreintes digitales - Clavier HP Premium avec pavé numérique, rétroéclairé, étanche - Couleur : Argent - Garantie : 3 ans","Les autres produits : Hp","https://spacenet.tn/331883-large_default/pc-portable-hp-elitebook-860-g11-ultra-5-32go-512go-ssd-windows-11-pro.jpg"
"1769346920-23","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Asus Tuf Gaming F16 TUF608JMR I7 14Gén 24Go 1To SSD  Windows 11 RTX 5060","https://spacenet.tn/asus-gaming/96643-pc-portable-asus-tuf-gaming-f16-tuf608jmr-i7-14gen-24go-1to-ssd-windows-11-rtx-5060.html","Pc Portable Asus Tuf Gaming F16 TUF608JMR I7 14Gén 24Go 1To SSD  Windows 11 RTX 5060","5 419,000 DT","Pc Portable Asus Tuf Gaming F16 TUF608JMR - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel® Core™ i7-14650HX (2.2GHz up to 5.2GHz, 30Mo Smart cache, 16 Cores ) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 24Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : NVIDIA GeForce RTX 5060 GN22-X4, (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E - Bluetooth 5.3 - 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4 , 1x HDMI 2.1 FRL, 1x RJ45, 1x prise audio combinée 3,5 mm - Caméra 1080 FHD - 2x haut-parleurs 2 W - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/339080-large_default/pc-portable-asus-tuf-gaming-f16-tuf608jmr-i7-14gen-24go-1to-ssd-windows-11-rtx-5060.jpg"
"1769346925-24","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Lenovo ThinkPad L13 Gen6 Ultra 7 16Go 1To SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/92403-pc-portable-lenovo-thinkpad-l13-gen6-ultra-7-16go-1to-ssd-windows-11-pro.html","Pc Portable Lenovo ThinkPad L13 Gen6 Ultra 7 16Go 1To SSD Windows 11 Pro","5 359,000 DT","Pc Portable Lenovo ThinkPad L13 Gen6 - Ecran : Tactile 13.3"" WUXGA (1920 x 1200px) IPS, 400nits antireflet/antitache - Processeur : Intel® Core Ultra 7 255U (Up to 5.2 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : Intel® Graphics integrée avec Wifi 6E, Bluetooth 5.2, 2x USB-A, 2x USB-C, DisplayPort™ 2.1, 1x HDMI® 2.1, 1x prise combinée casque/microphone (3,5 mm), 1x emplacement pour carte Nano-SIM - 2 Haut-parleurs stéréo, 2x microphones - Caméra 5,0 MP + IR - Stylet intégré Lenovo - Clavier Rétroéclairé Français - Lecteur d'empreintes digitales - Couleur : Gris - Garantie : 3 ans","Les autres produits : Lenovo","https://spacenet.tn/336234-large_default/pc-portable-lenovo-thinkpad-l13-gen6-ultra-7-16go-1to-ssd-windows-11-pro.jpg"
"1769346928-25","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Asus ZenBook S16 Ryzen AI 9 24Go 1To SSD Windows 11","https://spacenet.tn/pc-portables-pro-tunisie/95370-pc-portable-asus-zenbook-s16-ryzen-ai-9-24go-1to-ssd-windows-11.html","Pc Portable Asus ZenBook S16 Ryzen AI 9 24Go 1To SSD Windows 11","5 269,000 DT","Pc Portable Asus ZenBook S16 - Écran : 16"" Oled 3K (2880 x 1800 pixels) 120Hz - Processeur : AMD Ryzen AI 9 365 (up to 5.0 GHz, 34Mo Cache,, 10 cores, 20 Threads) - Système d'exploitation : Windows 11 Home - Mémoire RAM : 24Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : Graphique AMD Radeon 880m avec Wi-Fi 7, Bluetooth 5.4 - 1x USB 3.2 Gen 2 Type-A, 2x USB 4.0 Gen 3 Type-C, 1x HDMI 2.1, 1x 3.5mm Combo Audio Jack SD 4.0 - Clavier chiclet rétroéclairé avec pavé numérique - Haut-parleur et Microphone réseau intégrés - Technologie Smart Amp - Caméra FHD avec fonction IR pour prendre en charge Windows Hello - Couleur : Gris - Garantie : 2 ans","Les autres produits : Asus","https://spacenet.tn/330255-large_default/pc-portable-asus-zenbook-s16-ryzen-ai-9-24go-1to-ssd-windows-11.jpg"
"1769346930-26","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Asus Tuf Gaming F16 TUF608JHR I7 14Gén 32Go 1To SSD  Windows 11 RTX 5050","https://spacenet.tn/pc-portable-gamer-tunisie/94323-pc-portable-asus-tuf-gaming-f16-tuf608jhr-i7-14gen-32go-1to-ssd-windows-11-rtx-5050.html","Pc Portable Asus Tuf Gaming F16 TUF608JHR I7 14Gén 32Go 1To SSD  Windows 11 RTX 5050","5 219,000 DT","Pc Portable Asus Tuf Gaming F16 TUF608JHR - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel® Core™ i7-14650HX (2.2GHz up to 5.2GHz, 30Mo Smart cache, 16 Cores ) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 32Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : NVIDIA GeForce RTX 5050 (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E - Bluetooth 5.3 - 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4 , 1x HDMI 2.1 FRL, 1x RJ45, 1x prise audio combinée 3,5 mm - Caméra 1080 FHD - 2x haut-parleurs 2 W - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/320919-large_default/pc-portable-asus-tuf-gaming-f16-tuf608jhr-i7-14gen-32go-1to-ssd-windows-11-rtx-5050.jpg"
"1769346932-27","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Asus Tuf Gaming F16 TUF608JMR I7 14Gén 16Go 1To SSD  Windows 11 RTX 5060","https://spacenet.tn/asus-gaming/92582-pc-portable-asus-tuf-gaming-f16-tuf608jmr-i7-14gen-16go-1to-ssd-windows-11-rtx-5060.html","Pc Portable Asus Tuf Gaming F16 TUF608JMR I7 14Gén 16Go 1To SSD  Windows 11 RTX 5060","5 199,000 DT","Pc Portable Asus Tuf Gaming F16 TUF608JMR - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel® Core™ i7-14650HX (2.2GHz up to 5.2GHz, 30Mo Smart cache, 16 Cores ) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : NVIDIA GeForce RTX 5060 GN22-X4, (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E - Bluetooth 5.3 - 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4 , 1x HDMI 2.1 FRL, 1x RJ45, 1x prise audio combinée 3,5 mm - Caméra 1080 FHD - 2x haut-parleurs 2 W - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/309585-large_default/pc-portable-asus-tuf-gaming-f16-tuf608jmr-i7-14gen-16go-1to-ssd-windows-11-rtx-5060.jpg"
"1769346935-28","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable HP EliteBook 860 G11 Ultra 5 16Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/95340-pc-portable-hp-elitebook-860-g11-ultra-5-16go-512go-ssd-windows-11-pro.html","Pc Portable HP EliteBook 860 G11 Ultra 5 16Go 512Go SSD Windows 11 Pro","5 199,000 DT","Pc Portable HP EliteBook 860 G11 - Écran : 16"" FHD (1920 x 1200) IPS, antireflet, 300 nits, 45 % NTSC - Processeur : Intel® Core Ultra 5 135U (Up to 4.4 GHz avec la technologie Intel Turbo Boost, 12 Mo de mémoire cache L3, 10-Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics integrée avec Wi-Fi 6E, Bluetooth 5.3, 2x ports Thunderbolt™ 4 avec USB Type-C, 2x ports USB Type-A 5 Gbit/s, 1x port HDMI 2.1 ; 1x prise combo casque/microphone stéréo ; 1x port RJ-45 - Webcam 5 MP - 2x Haut-parleurs , 2x Microphones - Lecteur d’empreintes digitales - Clavier HP Premium avec pavé numérique, rétroéclairé, étanche - Couleur : Argent - Garantie : 3 ans","Les autres produits : Hp","https://spacenet.tn/329996-large_default/pc-portable-hp-elitebook-860-g11-ultra-5-16go-512go-ssd-windows-11-pro.jpg"
"1769346937-29","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Gamer Gigabyte A16 CWH i7 13Gén 32Go 1To SSD Windows 11 Pro","https://spacenet.tn/pc-gamer-tunisie/92306-pc-portable-gamer-gigabyte-a16-cwh-i7-13gen-32go-1to-ssd-windows-11-pro.html","Pc Portable Gamer Gigabyte A16 CWH i7 13Gén 32Go 1To SSD Windows 11 Pro","5 149,000 DT","Pc Portable Gamer Gigabyte A16 CWH - Écran : 16"" Full HD WUXGA, 165Hz - Processeur : Intel Core i7-13620H  (up to 4.9 GHz , 24 Mo de mémoire cache, 10 Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 32 Go DDR5 - Disque Dur : 1 To SSD - Carte Graphique : NVIDIA GeForce RTX 5060 (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E, Bluetooth 5.2, 1 x entrée CC, 1 x RJ-45, 1 x HDMI 2.1, 2 x Type-A prenant en charge USB3.2 Gen1, 1 x Type-C USB3.2 Gen1 prenant en charge DisplayPort 1.4 et Power Delivery 3.0 , 1 x Type-A prenant en charge USB2.0, 1 x prise audio 3,5 mm prenant en charge la combinaison micro/casque - Clavier rétroéclairé RGB à 1 zone, course des touches jusqu'à 1,7 mm - Couleur : Noir - Garantie : 2 ans","Les autres produits : GIGABYTE","https://spacenet.tn/307251-large_default/pc-portable-gamer-gigabyte-a16-cwh-i7-13gen-32go-1to-ssd-windows-11-pro.jpg"
"1769346939-30","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Gamer Gigabyte A16 CWH i7 13Gén 24Go 1To SSD","https://spacenet.tn/pc-gamer-tunisie/92305-pc-portable-gamer-gigabyte-a16-cwh-i7-13gen-16go-1to-ssd-windows-11-pro.html","Pc Portable Gamer Gigabyte A16 CWH i7 13Gén 24Go 1To SSD","4 999,000 DT","Pc Portable Gamer Gigabyte A16 CWH - Écran : 16"" Full HD WUXGA, 165Hz - Processeur : Intel Core i7-13620H  (up to 4.9 GHz , 24 Mo de mémoire cache, 10 Cores) - Système d'exploitation : Freedos - Mémoire RAM : 24 Go DDR5 - Disque Dur : 1 To SSD - Carte Graphique : NVIDIA GeForce RTX 5060 (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E, Bluetooth 5.2, 1 x entrée CC, 1 x RJ-45, 1 x HDMI 2.1, 2 x Type-A prenant en charge USB3.2 Gen1, 1 x Type-C USB3.2 Gen1 prenant en charge DisplayPort 1.4 et Power Delivery 3.0 , 1 x Type-A prenant en charge USB2.0, 1 x prise audio 3,5 mm prenant en charge la combinaison micro/casque - Clavier rétroéclairé RGB à 1 zone, course des touches jusqu'à 1,7 mm - Couleur : Noir - Garantie : 2 ans","Les autres produits : GIGABYTE","https://spacenet.tn/307241-large_default/pc-portable-gamer-gigabyte-a16-cwh-i7-13gen-16go-1to-ssd-windows-11-pro.jpg"
"1769346942-31","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Asus Tuf Gaming F16 TUF608JHR I7 14Gén 24Go 1To SSD  Windows 11 RTX 5050","https://spacenet.tn/pc-portable-gamer-tunisie/94322-pc-portable-asus-tuf-gaming-f16-tuf608jhr-i7-14gen-24go-1to-ssd-windows-11-rtx-5050.html","Pc Portable Asus Tuf Gaming F16 TUF608JHR I7 14Gén 24Go 1To SSD  Windows 11 RTX 5050","4 989,000 DT","Pc Portable Asus Tuf Gaming F16 TUF608JHR - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel® Core™ i7-14650HX (2.2GHz up to 5.2GHz, 30Mo Smart cache, 16 Cores ) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 24Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : NVIDIA GeForce RTX 5050 (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E - Bluetooth 5.3 - 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4 , 1x HDMI 2.1 FRL, 1x RJ45, 1x prise audio combinée 3,5 mm - Caméra 1080 FHD - 2x haut-parleurs 2 W - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/320912-large_default/pc-portable-asus-tuf-gaming-f16-tuf608jhr-i7-14gen-24go-1to-ssd-windows-11-rtx-5050.jpg"
"1769346944-32","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Gamer MSI Cyborg 17 B2RWFKG  Core 7 240H 32Go 512Go SSD RTX 5060","https://spacenet.tn/pc-portable-gamer-tunisie/93123-pc-portable-gamer-msi-cyborg-17-b2rwfkg-core-7-240h-32go-512go-ssd-rtx-5060.html","Pc Portable Gamer MSI Cyborg 17 B2RWFKG  Core 7 240H 32Go 512Go SSD RTX 5060","4 959,000 DT","Pc Portable Gamer MSI Cyborg 17 B2RWFKG  - Ecran : 17.3"" Full HD (1920 x 1080), 144 Hz, niveau IPS - Processeur : Intel Core 7 240H, (jusqu'à 5.2 GHz, 24 Mo de mémoire cache) - Système d'exploitation : FreeDos - Mémoire RAM : 32 Go DDR5  - Disque Dur : 512 Go SSD - Carte Graphique : Nvidia GeForce RTX 5060 (8 Go de mémoire dédiée DDR7) avec Wifi6E , Bluetooth 5.3,  1x prise combinée entrée micro/sortie casque - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 2.1 - Webcam Type HD (30 ips à 720p) -  2 haut-parleurs 2 W - Clavier de jeu RVB à 4 zones avec touche copilote - Couleur : Noir - Garantie : 1 an","Les autres produits : MSI","https://spacenet.tn/313460-large_default/pc-portable-gamer-msi-cyborg-17-b2rwfkg-core-7-240h-32go-512go-ssd-rtx-5060.jpg"
"1769346947-33","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=36","Pc Portable Asus Tuf Gaming F16 TUF608JM I5 13Gén 32Go 512Go SSD Windows 11 RTX 5060","https://spacenet.tn/asus-gaming/92232-pc-portable-asus-tuf-gaming-f16-tuf608jm-i5-13gen-32go-512go-ssd-windows-11-rtx-5060.html","Pc Portable Asus Tuf Gaming F16 TUF608JM I5 13Gén 32Go 512Go SSD Windows 11 RTX 5060","4 929,000 DT","Pc Portable Asus Tuf Gaming F16 TUF608JM - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel Core i5-13450HX (Up to 4,60 GHz Turbo max, 20 Mo de mémoire cache, 10-Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 32Go DDR5 - Disque Dur : 512Go SSD - Carte Graphique : NVIDIA GeForce RTX 5060, (8 Go de mémoire dédiée GDDR7) avec Wi-Fi 6E - Bluetooth 5.3 - 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4 , 1x HDMI 2.1 FRL, 1x RJ45, 1x prise audio combinée 3,5 mm - Caméra 1080 FHD - 2x haut-parleurs 2 W - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/306552-large_default/pc-portable-asus-tuf-gaming-f16-tuf608jm-i5-13gen-32go-512go-ssd-windows-11-rtx-5060.jpg"
